video_id,transcript,description_text,video_gen_description,keywords,embedding_confidence
3e2282d6-049f-4e14-a010-5a5616fb28dd,,"How did the now-iconic Hamilton costumes make it to the room where it happens? In his TED Talk, Oscar-winning costume designer Paul Tazewell — who you may also know from his work on Wicked — shares how he worked with creator Lin Manuel Miranda and director Tommy Kail to tell the story of the American Revolution for modern audiences and how colors, and designs can help convey messages through what performers wear.",,"['hamilton', 'costume designer', 'paul tazewell', 'ted talk', 'wicked', 'lin-manuel miranda', 'tommy kail', 'american revolution', 'hamilton costumes', 'period silhouettes', 'theater stage', 'period costumes', 'ted stage', 'performers', 'costume design']",medium
25a074ac-19ec-488e-a07a-362eea73de91," Now before Liz died, I thought of all the things that parents did as a complete alphabet, A to Z. And the way it worked in our family was I did A through M, kind of the blunt stuff, the job, paycheck. Liz did N through Z, more nuanced, making sure that the kids, the dog, and they may were looked after and happy. After she died, I figured my job would simply be the sum of the two.  You know, the full A to Z. Well, first of all, I completely underestimated how hard Liz's end of the alphabet was that N through Z. It was a total mess. Things got more routine, but they didn't get easier. I don't know how people did it. So we got there mostly enough only to realize this. It's not just A to Z. There's a whole world  Beyond Z, a world I didn't know existed. Doing the routines, keeping up with the emotional evolutions, only gets me in a position to discover this world beyond language. For me, the times when my kids and I spent in this empathy-rich space, it cemented the idea for our family that bad things happen. Pain, suffering, lives on fairness will happen.  But we are not alone. I'm looking forward to the birthdays and graduations. But what will I treasure in my final days? A locked in stare at a red light. Tears of good news. And buying $150 with the feminine products in the East Cow Path Vermont. This shared world beyond Z that I can now experience with my kids. It's real. It's pure. And I know we're there.  They continue to feel their mothers love.","Going back to routine after losing someone you love is never easy — especially as a parent. In his heart-warming talk, Nixon, Inc. CEO Andy Laats shares lessons he learned while raising his kids after the loss of their mother, offering insights that can resonate with anyone who’s ever had to grieve as a family. “Pain, suffering, life’s unfairnesses will happen. But we are not alone,” he says. “Time, in this space, the connection feels so good, so whole — I would do anything to be in the heart of it with my kids.”","A speaker, Andy Laats, stands on stage delivering a talk. He shares personal anecdotes and reflections, gesturing expressively as he engages the audience. His narrative touches on themes of life experiences, challenges, and insights gained through various situations. The atmosphere is interactive, with the audience visibly engaged in his storytelling.","['andy laats', 'nixon inc', 'ceo', 'speaker on stage', 'talk', 'parenting', 'kids', 'loss of mother', 'grief', 'family', 'routine', 'empathy', 'pain and suffering', 'vermont']",high
fe14d4cb-5054-405d-9eb7-51ee1889237a," I have created over the last decades multiple history. One of my favorites is the coffee clock. It's coffee, chocolate, a strongest espresso paired with a strong 80% chocolate that look like a clock, a little piece of jewelry. So when we were prepping for this session, you surprised me by saying that as important as the look and the design of your work are to you. You actually care more about the taste. I mean...  Everybody that understands chocolate can transform it into art. I think the complexity as a trained pastry chef is how do we not compromise the taste, the texture, and yet craft beauty. And I think this is where it becomes much more complex, that's where the science really kick in. On taking basic growing regent, you take flour by itself. A spoonful of flour is not very pleasing. A spoonful of sugar is too sweet. Salt is too salty. Biting to a lemon, it's too sour.  making the recipe. Having the ingredient collide together to create things that gives you a good taste is really what I like to do. Our craft are so beautiful and so amazing. I think one thing I'm the most proud of is...  Being an ambassador of my industry and being able to display the extent of the beauty that can be achieved in the world of sweet, whether it's bread, pastry, chocolate, ice cream, sugar. The most important is for people to understand. It was an industry when I got in that was very secretive and I was able to break the secret. Once you understand how chocolate work then you can start having fun with the matter. Wow! Wow!","Chances are you’ve probably seen Amaury Guichon’s mind-blowing chocolate creations in your social media feeds. In this live demo on the TED stage, he shows Radiolab's Latif Nasser how they come to life — and why the taste of his work is just as important as how it looks.","A presentation showcases Amaury Guichon, a pastry chef, discussing his chocolate creations. He demonstrates techniques for crafting pastries, emphasizing the importance of chocolate quality. The scene includes him interacting with an interviewer, cooking chocolate, and using molds. Various chocolate designs are displayed, highlighting the artistry involved. Guichon explains the balance of flavors and the science behind his craft, engaging the audience with his passion for pastry making.","['amaury guichon', 'latif nasser', 'ted stage', 'live demo', 'chocolate creations', 'pastry chef', 'coffee clock', 'espresso', '80% chocolate', 'chocolate molds', 'cooking chocolate', 'taste and texture', 'science of chocolate', 'bread pastry ice cream', 'social media feeds']",high
731d83d1-5602-468f-8849-30e404a7d500," work is not your family. Calling work our family can actually be quite detrimental to our mental and emotional health without our knowing it. Doing so psychologically infers a really big blur and betrayal in our boundaries. We hear we're like family and our brain just triggers into give it everything no matter what. We sacrifice our boundaries, our time, our relationships and we start living life in these big swings of overworking to burn out.  We need to practice healthy boundaries so that we can sustain healthy workplaces in relationships. So if you find yourself wanting to say we're like family, but you're really kind of asking for a favor, clarify that. Say, you know, we actually need this deliverable a week sooner. What can we do to achieve that? Or if you're just trying to communicate a value about your organization, say it's a priority for our teams to feel trust and connection. Or we're not like a family, we're like a professional sports team.  It's still in furs that same warmth and camaraderie but within the boundaries of a workplace.","Tired of people saying your co-workers are “like a family”?  While the intentions behind this sentiment might be good — it is detrimental to your physical and mental health, says mental wellness educator Gloria Chan Packer. While many companies use this phrase to try and cultivate a strong sense of culture and belonging, it can often have the opposite effect — blurring the lines of work-life foundries and making it hard to say “no.” If you’re not sure how to start, Packer recommends swapping in “professional sports team” for “family.” Something as simple as that can start to draw the much needed boundaries for co-workers.","A speaker passionately discusses the impact of workplace culture on mental health, emphasizing the importance of boundaries and emotional well-being. She engages the audience with relatable anecdotes, highlighting the need for a healthier work-life balance. The setting is vibrant, with a TEDx backdrop, and the speaker's confident demeanor captivates the audience, prompting them to reflect on their own experiences in the workplace.","['work is not your family', 'workplace boundaries', 'mental health', 'emotional health', 'burnout', 'overworking', 'workplace culture', 'work-life balance', 'healthy boundaries', 'professional sports team', 'co-workers', 'deliverable', 'trust and connection', 'tedx talk', 'gloria chan packer']",high
9e5167da-ac2f-4a17-b07b-3bd4ab5726b8," There's probably people in this room that hate me just because I'm a Republican. There's people watching this that hate Matt just because he's a Democrat, that we're polarized, that we're driven to our corners by social media and the media. And I know Matt, I know his wife Lauren, he has three children. I'm halfway to Kevin Stid, he's got six. That's right. You're not done yet. I'm telling my wife, man.  We just went to Switzerland together to study education and their model there and bring back these ideas about workplace workforce learning and apprenticeships. But the thing is, I know that he cares about Delaware citizens and I know he cares passionately about education and giving people in Delaware a better life.  just like I do in Oklahoma. So I think that it's not our job to change everybody's point of view. I think we need to lead and we need to ask ourselves this question and we need to not just be so driven by polarized politics and when you bring the humanity out of each other and when you spend time with people that think differently and this idea that we can debate policy and we can still like each other and we may have a difference of opinion on how to how to lead things.  It's so refreshing and that's why we love doing these type of things together showing that there's a Republican and a Democrat that actually like each other and we can disagree but we don't have to do it disagreeable.","US politics may feel hopelessly polarized, but these two governors — Democrat Matt Meyer of Delaware and Republican J. Kevin Stitt of Oklahoma — believe that there’s a better way forward. In this refreshing conversation from TEDNext 2025, they share their experiences as members of the bipartisan National Governors Association and how finding each others’ common humanity can help forge a new path for American democracy.","Two U.S. governors, one Republican and one Democrat, engage in a discussion about the importance of respectful disagreement in politics. They address issues of polarization and the need for collaboration, sharing experiences from a recent trip to Switzerland focused on education. The conversation emphasizes the value of understanding differing perspectives and the necessity of moving beyond divisive politics.","['us politics', 'political polarization', 'republican', 'democrat', 'matt meyer', 'delaware', 'j. kevin stitt', 'oklahoma', 'bipartisan', 'national governors association', 'american democracy', 'respectful disagreement', 'education', 'switzerland', 'tednext 2025']",high
d4a1f869-a66e-4ded-8d0b-3dd164d41248," Have you ever wondered what it's like to live on another planet, or even if you could live on another planet? Astronomers like me have been searching for the elusive Earth 2.0 for hundreds of years. And so far we've found nearly 6,000 planets. Big planets, small planets, hot planets, cold planets, all kinds of exotic planets. But have we found one yet you could live on? Let's find out. PSO J318.5 plus 22 is a free floating planet, which means it's roaming the galaxy untethered to a star.  It's also a gas giant that's 8 times larger than Jupiter, and it's over 1300 degrees Fahrenheit. So you better be careful where you step or it'll be a short-lived trip. Kepler 186F. Now we're talking potential. It's in the habitable zone of its star, which means it's not too hot and not too cold. The catch is it's orbiting an M dwarf star, which puts out extreme radiation. But life on Earth has thrived in some pretty extreme conditions, so maybe it's not so bad? But probably not.  Kepler-452b. This is the most Earth-like planet we've found so far. It orbits a star like the Sun, and it sits in the habitable zone. But we're not 100% sure that it's real. If it is, it's the planet you're most likely to survive on. Given what we know about space travel, even the closest of these planets is light years beyond our reach. For now, there is no planet b.  There is Planet A, the one we're on right now. The more we explore space, the more we discover how rare, fragile and incredible the Earth truly is.","Is it even possible for humans to live on another planet? TED Fellow and astronomer Jessie Christiansen breaks down the 3 planets — out of thousands roaming outside of our solar system — that have the most potential for sustaining human life. 

[Photo credits: NASA]","A speaker enthusiastically discusses exoplanets, highlighting discoveries and potential characteristics. She mentions a gas giant and its extreme radiation, while also referring to an Earth-like planet. The speaker engages the audience with gestures and expressions, emphasizing the significance of her findings. The backdrop features a textured wooden wall, adding warmth to the presentation.","['exoplanets', 'earth 2.0', 'astronomers', 'habitability', 'habitable zone', 'gas giant', 'jupiter', 'free floating planet', 'pso j318.5+22', 'kepler-186f', 'm dwarf star', 'kepler-452b', 'extreme radiation', 'nasa', 'ted talk']",high
c7cd6375-861b-4fa0-bacf-3645dfaf583e,,"Is it possible to die from a broken heart? According to cardiologist Sandeep Jauhar, it might be. In his TED Talk, he describes a condition called “takotsubo cardiomyopathy,” or “the broken heart syndrome,” in which the heart can weaken in response to intense emotions, such as love, stress or grief. “The heart may not originate our feelings, but it is highly responsive to them,” he says. “In a sense, a record of our emotional life is written on our hearts.”",,"['broken heart syndrome', 'takotsubo cardiomyopathy', 'cardiologist', 'sandeep jauhar', 'ted talk', 'heart weakening', 'intense emotions', 'love', 'stress', 'grief', 'emotional life', 'die from heartbreak']",medium
c7de4086-5624-468b-9054-825d695bac9f," This is me about to perform one of the most dangerous stunts in cinematic history. This stunt has only ever been performed by one other person on the planet. Tom Cruise. So I think it's fair to say that this is the first time this stunt has ever been attempted by a mere mortal. This was the greatest logistical challenge our team had ever faced.  And an amateur's mindset was crucial, knowing there's only room for improvement. And this feels great until we hit a plateau. Learning starts to feel like work. We have a little bit of experience when we start self-judging as we try. And many of us give up here. But if we could find a way to stay in that amateur's mindset, how much further could we go? We had to be unafraid to ask questions, to make mistakes along the way and be willing to ask for help.  On set, we had a fear is welcome policy. This meant that at any moment anyone on the crew could raise a concern and it would be addressed in front of the whole group. This strategy allowed us to fine tune every single detail from the custom contact lenses I wore to protect my eyes to the tightness of the harness to even the FAA approval paperwork. It was the only way we could ensure without a doubt we were ready for the impossible.","Imagine being tethered to the side of a plane as it lifts into the air — without any prior experience. In her TED Talk, daredevil Michelle Khare shares how she accomplished stunts like this by embracing an amateur’s mindset — and shows why being unafraid to ask for help and make mistakes can help you achieve your wildest dreams. “Fear doesn’t always mean stop,” she says. “Sometimes it means go.”","A speaker in a shiny blue jacket discusses daring stunts and the importance of an amateur's mindset. Clips show her engaging with the audience and demonstrating a stunt involving an aircraft. She emphasizes learning and asking for help, while the audience listens attentively. The scene alternates between her presentation and the thrilling visuals of the stunt, highlighting the excitement and challenges involved.","['stunt', 'dangerous stunts', 'cinematic history', 'tom cruise', 'tethered to a plane', 'aircraft', 'harness', 'custom contact lenses', 'faa approval', ""amateur's mindset"", 'fear is welcome policy', 'ask for help', 'make mistakes', 'ted talk', 'michelle khare']",high
b7cd6c39-606c-4f8c-ac5f-d4829368a23a," It's not easy being a transgender woman. I have the unique experience of having lived life from both sides. And I'm here to tell you, the differences are massive. There is no way a well-educated white male can understand how much the culture is tilted in his favor. There's no way that a woman can understand the full import of that because being a female is all she's ever known.  She might have an inkling that she's working twice as hard for half as much, but she has no idea how much harder it is for her than it is for the guy on the Brooks Brothers jacket in the office across the hall. I know. I was that guy. I often feel like an interval. A later rival to the serious work of women. Would I do it all again?","One of the many things that Paula Stone Williams learned when she transitioned? Women's haircuts are *a lot* pricier than men's. As she says in her TED Talk: ""Now I get my hair cut about half as often as I used to, but it costs 10 times as much."" Another difference that she's noticed: Many women work twice as hard but earn half as much as men in the same organization. ""It is not a level playing field; it never has been,"" admits Williams. ""I just didn't know what I didn't know."" Now she wants people — especially men — to try to change things for the better. How can you do this? For starters, believe women when they say they don't have equity — and then use your privilege to help them gain equal footing.","A speaker in a red sweater and scarf passionately discusses gender differences and societal perceptions. She gestures expressively, emphasizing her points about the challenges women face compared to men. The audience appears engaged as she shares personal insights and experiences, highlighting the cultural biases that exist. Her tone is both informative and relatable, aiming to raise awareness about the complexities of womanhood.","['transgender woman', 'transitioned', 'gender differences', 'cultural bias', 'white male privilege', 'women work twice as hard', 'earn half as much', 'equal footing', 'equity', 'haircuts cost more', 'ted talk', 'paula stone williams', 'womanhood', 'red sweater', 'stage speaker']",high
8ed437a4-b335-479d-9c58-cc0aad88af4d," Change is scary for a lot of us because it involves loss of some kind. By definition, we're departing from an old way of being and entering a new one. And when we experience a change that we wouldn't have chosen for ourselves, it's easy to feel that our lives are contracting, that we're more limited than before. But when we take this perspective, we fail to account for an important fact that when an unexpected change happens to us, it can also inspire lasting change within us.  We become different people on the other side of change. What we're capable of, what we value, and how we define ourselves. These things can all shift. And if we can learn to take close attention to these internal shifts, we may just find that rather than limiting us, change can actually expand us.","If you have a difficult time dealing with big changes, you’re not alone. Facing uncertainty can be difficult and disorienting. However, cognitive scientist — and host of the podcast “A Slight Change of Plans” — Maya Shankar believes it can also be transformative if you’re open to it. In her TED Talk, she shares 3 questions to ask yourself when confronting significant life changes that can transform them into opportunities for growth. ","Maya Shankar, a cognitive scientist, discusses the nature of change and its impact on individuals. She emphasizes that change can be daunting as it often involves leaving behind familiar ways of being. However, she highlights that unexpected changes can lead to personal growth and inspire lasting transformation. Shankar encourages the audience to embrace change, suggesting that it can expand our capabilities and redefine our values.","['change', 'unexpected change', 'loss', 'uncertainty', 'life changes', 'personal growth', 'transformative', 'lasting change', 'internal shifts', 'capabilities', 'values', 'define ourselves', 'cognitive scientist', 'maya shankar', 'ted talk']",high
77862190-4b32-494a-8ecd-eb37a4b57b4b," There's one thing that women are not doing across their lifespan that could tremendously reduce their risk of death. And that is building muscle. The data is actually very clear when it comes to resistance training. So why aren't more women doing it? The answer lies in three primary myths that continue to exert a powerful force and prevent women from doing just that. Myth number one,  is that if we lift weights, we're going to get big and bulky. Women think that if they pick up a 20 pound dumbbell, that they will somehow look like Arnold Schwarzenegger. Now I can tell you that it takes years of very serious training and steroids to accumulate that kind of look. Myth number two is that weightlifting is hard or maybe too hard on our bodies.  strength training meets you where you're at. The first day you're in the gym, you're not going to be doing a 500 pound back squat. It's about being stronger today than you were yesterday. Myth number three is that weightlifting is for the boys and aerobics is for the girls. In the Journal of Exercise Science, they found for every woman that was using the free weight section of the gym.  There was 27 men. The male bias in gym culture is literally everywhere and it's time for us to counter it. All humans have muscles. Muscles make us healthy.","Despite what you might see at the gym or online, weightlifting isn’t just for men, explains gynecologist Jaime Seeman. In her TED Talk, she reveals why building muscle is one of the most transformative things a woman can do for her health — and dispels 3 myths that hold many back from picking up weights. “This is not about aesthetics. This is about health,” she says. “And physically strong women are healthy women.”","A speaker, an obstetrician and gynecologist, addresses an audience, discussing misconceptions about weightlifting and fitness. She emphasizes that lifting weights is often misunderstood, particularly among women. The scene includes a muscular man showcasing strength, reinforcing her points. The speaker also critiques common fitness practices, suggesting that traditional aerobics may not be the best approach for women. The setting is a TEDx event, highlighting the importance of challenging fitness myths.","['weightlifting', 'resistance training', 'strength training', 'building muscle', 'women', 'fitness myths', 'big and bulky', 'arnold schwarzenegger', 'steroids', 'gym culture', 'free weights', 'aerobics', 'back squat', 'tedx talk', 'gynecologist']",high
5ff75ae0-e9fa-41ac-bcfb-4c765746688c," Is it realistic to ignore the one to two billion climate refugees that the climate scientists are warning us will cross international borders and have to move inside their own nations by 2050 because of the climate crisis? Is it realistic to ignore the fact that right now Greenland is losing 30 million tons of ice every single hour? What about the food?  crisis that scientists are predicting. Is it realistic to ignore that as well in order to avoid doing anything to reduce fossil fuel emissions? So what's really behind this preposterous theory called, they call climate realism? Could it be that they're panicking a little bit about the loss of their markets? Last year, if you look at all the new electricity install worldwide, 93% of it was renewable.  mostly solar. I believe that we as human beings have the capacity to recognize that our survival is at stake and that we need to move faster even though the big polluters have the political and economic power to try to block us. We've got everything we need. The people are demanding change. The one thing that they tell us might be in short supply.  is political will but always remember political will is itself a renewable resource.","We have the capacity to recognize that our survival is at stake, says former US Vice President Al Gore — and that we have everything we need to save it. In his recent TED Talk — delivered at the TEDCountdown Summit in Nairobi —  he dissects the fossil fuel industry’s narrative of “climate realism,” revealing the dire consequences of ignoring climate change, while highlighting the progress we’ve already made. He also says the world must continue to drive action for the sake of everyone’s future — using the tools we already have. “We’ve got everything we need,” he says. “Always remember: Political will is itself a renewable resource. Let’s get out there and renew it.” ","Al Gore passionately addresses an audience, discussing the myth of ""climate realism"" propagated by the fossil fuel industry. He emphasizes the urgency of climate change, referencing Greenland and the need for action beyond borders. His speech critiques unrealistic theories and highlights humanity's capacity for political and social change. The setting is dynamic, with Gore using gestures to engage the audience, conveying a strong message about the necessity of addressing climate issues.","['climate change', 'climate crisis', 'climate refugees', 'international borders', 'greenland ice loss', 'food crisis', 'fossil fuel emissions', 'fossil fuel industry', 'climate realism', 'renewable electricity', 'solar power', 'political will', 'ted talk', 'tedcountdown summit', 'nairobi']",high
2366a0f0-07b2-4d3e-b10f-cc6cbfaf3d1a," I truly think that the strategy to raising adults with healthy sexual behaviors is to first teach kids about consent, like super early, way before sex is even a topic of conversation. Can you imagine having conversations with kids and letting them know that everything about their bodies can be negotiated? For example, let them decide who they want to help them during bath time.  Tell them that they don't have to accept that kiss on the cheek from grandma or tell them that they have to ask for permission before they play with somebody else's toy truck and let them know that they can say actually my pronouns are they them without feeling guilty. It's these tools that will help keep our children safe and respect people throughout their lives.","Sex education shouldn't focus solely on anatomy and abstinence — which is how it's taught at many schools — it should fully inform kids about consent too, says sex educator and podcaster Kaz. And she believes we need to start talking to them about this subject long before they hit  puberty. ""Consent isn't just about sex,"" she explains. ""It's first about communication and relationships,"" she explains.","A speaker passionately discusses the importance of consent in sex education, emphasizing that it should start early. She encourages allowing children to make choices about their interactions, highlighting the need for guidance on personal boundaries. The speaker is dressed in a vibrant purple suit with pink accents, standing confidently on stage, engaging the audience with her message about healthy sexual behaviors and the tools necessary for understanding consent.","['consent', 'sex education', 'kids', 'healthy sexual behaviors', 'personal boundaries', 'communication', 'relationships', 'puberty', 'pronouns', 'they them', 'bath time', 'toy truck', 'kiss on cheek', 'sex educator', 'tedwomen 2021']",high
41feb28d-ba08-4f93-8770-50a03df51f57," Despite what you hear about the creator economy, the reality for most creative people is stark. It's estimated that 85% of visual artists make less than $25,000 a year, and that just 13% of creative people earn a full-time living from their work. There's no automatic health care, there's no retirement benefits, there's no path to collective wealth at all. We've come up with something. A new structure for creative work. We call it the artist's corporation, or ACORP.  In the past, artists have had to answer to the church, the kings, the aristocracy, wealthy patrons, network executives, now corporate algorithms. But artists' corporations finally give us our own seat at the table. You could think of an ache warp as like a company, but build for how creative people work. And creative people are already leaders and entrepreneurs. We just don't think of them that way. Look at Tyler, the creator. Teenage hip hop, phenom, turned fashion in Presario and now world builder. Or Dolly Parton.  who turned her incredible talent and fame into a whole world of businesses and even a theme park. Now, these are people at the top of their game who use their agency to take these bigger risks. But what if you didn't have to be in the 1% to get that chance? What if these sort of tools and self-determination were part of every artist's kit? Right now, creative people are excluded from the full benefits of capitalism. Artist corporations will treat them as real economic actors for the first time.  Creating a consistent structure for how we value creative work is going to cause a revolution in how these industries operate. And it's going to bring more money into space we've ever seen before. The next Disney won't be started by AI or some traditional company. It'll start as an artist corporation. A creative vision brought to life by a person or a group of people that changes how the rest of us see the world. Artists don't need pity, artists need power. And together, we're going to build it.","Making a living from art has never been easy — but entrepreneur Yancey Strickler believes it doesn’t have to be that way. In his TED Talk, he introduces the Artist Corporation, which grants creative people the power to pool their resources, own their work and build collective wealth, while also receiving traditional benefits like healthcare and retirement. He explains how establishing a structure that values creative work ensures a future that supports artists and ultimately benefits everyone. “Artists don’t need pity,” he says. “Artists need power, and together, we’re going to build it.”","A speaker discusses the challenges and opportunities for artists in the modern economy, emphasizing the importance of adapting to new technologies and business models. He gestures passionately while explaining how algorithms influence creative work and the necessity for artists to navigate corporate landscapes. The talk highlights the evolving nature of artistic careers and the need for innovation in sustaining a full-time living from creative endeavors.","['artist corporation', 'acorp', 'creator economy', 'creative work', 'creative people', 'visual artists', 'collective wealth', 'healthcare benefits', 'retirement benefits', 'corporate algorithms', 'pool resources', 'own their work', 'ted talk', 'yancey strickler', 'tyler the creator']",high
38bd5b01-083b-420c-88ab-1954c20c38ec," One of the casualties that we face as men is that we make this thick shell around ourselves. We close off our emotions, we close ourselves off to the human connection we need. Think about what young men frequently say. I don't care. I don't care. I don't care. It is our perfect shell, right? We close ourselves behind it. And it also says, you can't shame me, you can't question me, you can't hurt me, you can't embarrass me.  because I don't care. I said it thousands of times as a teenage boy, I'm sure my mother would have a bigger number. This is the shield that we put on to close ourselves off. The conversation that we need to step into with boys is not about their mortality, but it is about how we care. Where I start that conversation is to think about our superpower as humans.  We are the most wired to care species on the planet. Our neurological systems, our hormonal systems are wired to care, to nurture, to love, to form attachments with others. But it's not automatic. If you don't use it, if you close it off, if you hide, you don't get good at it. But if you try, and if you practice, and if you learn it, you do get good at it.  Even the man who seems most cut off from the world can learn it.","Our superpower as humans is our capacity to care, but men are often taught to shy away, explains gender equality advocate Gary Barker. In his TED Talk, he explores the connection between manhood and violence and how it often stems from witnessing and learning harmful stereotypes during childhood. He also shares how he’s encouraging boys and young men to rewire their masculinity — and tap into their ability to care, nurture and love instead. “We are the most wired-to-care species on the planet,” he says. “But it’s not automatic. If you don’t use it, if you close it off, if you hide, you don’t get good at it.”","A speaker engages the audience with animated gestures and expressions, discussing themes of connection and openness. He emphasizes the importance of forming attachments and overcoming barriers that people often create. The setting is a stage with vibrant lighting, and the audience appears attentive, reflecting the speaker's dynamic delivery.","['gary barker', 'ted talk', 'gender equality', 'manhood', 'masculinity', 'violence', 'harmful stereotypes', 'boys', 'young men', 'human connection', 'emotions', 'attachments', 'care', 'nurture', 'love']",high
88e93731-1215-4d56-9c55-faaf8ad31ba0," The truth is that we underestimate the power of our own generous actions. Every time we intentionally choose generosity, the effects of that choice are more powerful and more far-reaching than we might think. And the algorithms just don't put them at the top of our feeds, but they're there. And if we pay attention, then they remind us that ordinary acts of giving are actually  extraordinary. They remind us that generosity is not a burden. It's a gift. And it's an antidote. It's an antidote to our fear and our anxiety to loneliness and isolation, to outrage and indignation. And they remind us that we have this tool accessible to every single one of us every day, which is the power to change someone else's day or maybe even life for the better.  And when we use that tool collectively, we can build a more joyful, more equitable, and more peaceful future. And that does not seem like too radical a thing to imagine.","Just how powerful is our collective generosity? According to Giving Tuesday CEO Asha Curran, humanity’s potential for kindness is limitless — and global. In her moving TED Talk, she highlights the amazing stories of people all around the world who have come together to form communities around simple acts of kindness, sharing how a simple idea can blossom into a movement for good.","Asha Curran, a social innovator, passionately speaks on stage about the importance of generosity. She emphasizes how choosing generosity can positively impact our lives and society. Throughout her talk, she highlights that generosity is not a burden but a tool accessible to everyone, which can lead to a more joyful, equitable, and peaceful future. Her engaging presence and expressive gestures reinforce her message.","['generosity', 'kindness', 'collective generosity', 'acts of giving', 'community', 'movement for good', 'giving tuesday', 'ted talk', 'asha curran', 'social innovator', 'algorithms', 'loneliness and isolation', 'fear and anxiety', 'equitable future', 'peaceful future']",high
d259b7ae-52e2-4441-9848-ed1cfa2f6bfc,,"Could growing our own stem cells in a lab help us heal and recover from disease or injury? While it may sound like science ficition, it’s entirely possible thanks to a major medical breakthrough, says  biotech entrepreneur Nabiha Saklayen. She explains that growing and storing (or “banking”) our own stem cells could help us cure brain diseases like Parkinson’s, recover from organ transplants, treat blindness and serve many more medical needs around the world. “Any time you need new neurons, new muscle cells, new skin cells, they’d be generated from this bank,” she says. “And because they’re 100 percent your cells, your immune system is extremely unlikely to reject or attack those cells.” But how is it possible? Saklayen shares how intersecting biology, laser physics and machine learning has helped to create personalized, regenerative medical cures that truly work for everyone. “This has been the hope and dream of scientists for decades.”",,"['stem cells', 'stem cell banking', 'lab-grown stem cells', 'biotech entrepreneur', 'nabiha saklayen', 'medical breakthrough', 'regenerative medicine', 'healing and recovery', ""parkinson's disease"", 'organ transplants', 'treat blindness', 'immune rejection', 'neurons', 'laser physics', 'machine learning']",medium
2ca16e69-92e3-4080-91f7-72d505c1c478," If you want to get offline and reconnect with yourself, throw away the whole all-or-nothing attitude. It's something that us and the Shahidi household are talking through all the time, because I don't know about you, but I'm somebody that wakes up and feels like today is a new day to be my best self. I'm going to eat a ton of protein, wear a weighted vest, go on three walks, start 75 hard, and be on day 20 already.  Every single time, if one of those things doesn't fall into place, I throw it all away. And so a practice that we have taken on, which was prompted by our work on the Optimus Project is that my mother and I literally sit and talk to each other, perks of doing business and doing life together, is saying, tomorrow is not about protein weighted vest walks, tomorrow is about setting a reasonable goal.  I want my toes to touch the ground at this time. I want to meditate for five minutes, not 10, not 30, not 40. And today I have to say I woke up at 6am, meditated for five minutes, and it didn't even turn into another nap. So that's a success.","If you’re trying to become a better you, actor Yara Shahidi says to stay away from the all or nothing approach. In this episode of [re]connect, she explains that rather than trying to tackle all your goals all at once, being reasonable and taking smaller steps can help you feel like your best self every day.","A person shares insights about personal growth and daily practices. They emphasize the importance of starting fresh each day and maintaining routines. The speaker gestures expressively while discussing their experiences, including waking up early and engaging in physical activities. The setting features a textured wooden backdrop, enhancing the focus on the speaker's message about self-improvement and commitment.","['yara shahidi', 'reconnect', 'all-or-nothing approach', 'personal growth', 'self-improvement', 'daily routines', 'reasonable goals', 'smaller steps', 'meditate', 'five minutes', 'wake up at 6am', 'protein', 'weighted vest', 'three walks', '75 hard', 'optimus project', 'wooden backdrop', 'on-screen captions']",high
9e48a542-36b3-458b-bbe5-16614e07afd1," If you want to get offline and reconnect with your community, the fastest way to do that is to let them know they matter. Mattering is defined as having two parts, feeling valued, and then having an opportunity to add value. So the way I like to think about mattering and how to unlock it in the people around us is letting others know they are significant to you, letting them know they're important, appreciating out loud, what it is you love about them.  Let them know you're invested in them. Let them know that you want them to grow. You want to connect with them and let them know you depend on them. So whether it's a colleague who stayed late to help you with a project or your parent who poured so much into your childhood to make it be the best.  naming their impact out loud saying it say it's because of you that I was able to finish this project or dad because you've invested so much into me boy am I flourishing now as an adult naming their impact is how we let others know why they matter","Tell the people in your life how much they matter — it makes a huge difference. In this episode of [re]connect, journalist Jennifer Wallace explains why sharing how someone impacts your life, like a parent that supports your dreams or a friend that lets you vent, gives you the opportunity to make them feel valued and appreciated.","A speaker discusses the importance of connection and investment in relationships, emphasizing how significant individuals in our lives contribute to our well-being. Various scenes depict people engaging in meaningful interactions, such as hugging, sharing moments, and celebrating together. The speaker highlights the value of expressing gratitude and acknowledging those who have positively influenced our lives, fostering a sense of community and support.","['mattering', 'community', 'feeling valued', 'add value', 'connection', 'relationships', 'appreciation', 'gratitude', 'acknowledging impact', 'significant to you', 'invested in them', 'depend on them', 'parent support', 'friend venting', 'jennifer wallace']",high
